Time,accX1,accY1,accZ1,accX2,accY2,accZ2,wX1,wY1,wZ1,wX2,wY2,wZ2
0.220012,-0.178147359,0.040236982,1.107140758,-0.090906016,-0.636231313,0.817510602,-0.097258806,0.018119449,-0.020784073,3.723144531,-2.563476563,-2.807617188
0.230014,-0.180587929,0.050975502,1.101039381,-0.091150156,-0.633911977,0.817144391,-0.081537522,0.02158346,-0.007194487,4.211425781,-2.685546875,-2.868652344
0.24002,-0.182296328,0.043409727,1.086884074,-0.089929453,-0.635743031,0.818975445,-0.067681469,0.038637057,0.027179174,4.089355469,-2.685546875,-2.868652344
0.250021,-0.185713127,0.012170398,1.068579749,-0.089929453,-0.636109242,0.818853375,-0.071411945,0.042101074,0.023981623,3.662109375,-2.685546875,-2.868652344
0.26002,-0.204505541,0.015587199,1.056865012,-0.091150156,-0.633911977,0.817998883,-0.088465542,0.066882081,-0.015454824,3.662109375,-2.624511719,-2.9296875
0.270021,-0.197916002,0.014610971,1.057353126,-0.090783945,-0.633301625,0.819707867,-0.089264929,0.119375192,-0.059687596,3.723144531,-2.746582031,-2.868652344
0.280021,-0.172534047,0.03511178,1.076389573,-0.091516367,-0.635010609,0.818243023,-0.102321595,0.131099537,-0.102055125,3.479003906,-2.624511719,-2.807617188
0.29002,-0.157646545,0.0458503,1.087860302,-0.090417734,-0.633179555,0.820318219,-0.099923424,0.081271052,-0.07087902,3.662109375,-2.624511719,-2.807617188
0.30002,-0.170093465,0.042189441,1.082979161,-0.091516367,-0.632569203,0.818975445,-0.104719758,0.043433387,-0.038104136,3.356933594,-2.624511719,-2.868652344
0.310021,-0.166920724,0.034135551,1.082979161,-0.090783945,-0.632569203,0.820440289,-0.095926493,0.054091886,-0.05489127,3.112792969,-2.502441406,-2.807617188
0.32002,-0.158134659,0.044630013,1.099575039,-0.091028086,-0.633179555,0.821416852,-0.100456357,0.020784073,-0.066615619,2.563476563,-2.563476563,-2.807617188
0.330021,-0.171069693,0.047314643,1.097866591,-0.091760508,-0.632447133,0.820440289,-0.101255737,-0.028511487,-0.009859112,2.014160156,-2.380371094,-2.746582031
0.34002,-0.194499204,0.032915265,1.092009222,-0.090661875,-0.633179555,0.820318219,-0.099390499,-0.035972435,0.002398162,1.831054688,-2.258300781,-2.746582031
0.35002,-0.200112515,0.032915265,1.090056766,-0.091516367,-0.632813344,0.820562359,-0.073810108,0.0042634,-0.025846859,2.075195313,-2.380371094,-2.746582031
0.36002,-0.17643896,0.015343142,1.093473565,-0.091272227,-0.632935414,0.820074078,-0.063684531,-0.009326187,-0.03437366,2.258300781,-2.258300781,-2.685546875
0.37002,-0.193034861,0.007533309,1.067359512,-0.091394297,-0.633545766,0.8208065,-0.090064317,-0.040768761,-0.026646247,2.563476563,-2.258300781,-2.746582031
0.38002,-0.211583195,0.0172956,1.0634546,-0.090173594,-0.632447133,0.820440289,-0.104186833,0.015454824,-0.053292494,2.9296875,-2.380371094,-2.746582031
0.39002,-0.199380344,0.030230635,1.078098021,-0.090661875,-0.632447133,0.822149273,-0.09352833,0.049828485,-0.11298009,2.746582031,-2.319335938,-2.685546875
0.40002,-0.188397754,0.042189441,1.081270714,-0.091638438,-0.632325063,0.823125836,-0.104719758,0.058355279,-0.067947932,2.014160156,-2.258300781,-2.807617188
0.410021,-0.180099815,0.038040467,1.08566374,-0.090783945,-0.632202992,0.819952008,-0.114845328,0.070612557,-0.025580399,1.525878906,-2.380371094,-2.807617188
0.42002,-0.169849408,0.041213212,1.099575039,-0.091882578,-0.632325063,0.821172711,-0.107117914,0.067148544,-0.043966308,1.647949219,-2.380371094,-2.807617188
0.43002,-0.162039583,0.046094357,1.098842819,-0.092004648,-0.633301625,0.82092857,-0.106052071,0.025580399,0.000266462,1.586914063,-2.319335938,-2.807617188
0.44003,-0.180587929,0.027301948,1.082735056,-0.091516367,-0.630494008,0.820562359,-0.104453288,-0.007460949,0.029843798,1.159667969,-2.319335938,-2.807617188
0.450021,-0.192790804,0.03242715,1.0807826,-0.092248789,-0.630860219,0.818853375,-0.105252676,0.032508422,0.001332312,1.037597656,-2.319335938,-2.807617188
0.46003,-0.178635473,0.041213212,1.098842819,-0.090783945,-0.631714711,0.822149273,-0.089531392,0.051160797,-0.009326187,0.854492188,-2.136230469,-2.746582031
0.47002,-0.18790964,0.036576124,1.099575039,-0.091638438,-0.632569203,0.819463727,-0.093261868,0.030909648,0.041834611,0.244140625,-2.136230469,-2.807617188
0.480029,-0.205725827,0.033403379,1.100551267,-0.089685313,-0.631714711,0.818975445,-0.081271052,0.031442571,0.057822358,-0.061035156,-2.136230469,-2.807617188
0.490021,-0.224762298,0.031694979,1.088348416,-0.090661875,-0.635010609,0.821538922,-0.073810108,0.063950993,0.066615619,0.183105469,-2.136230469,-2.807617188
