Time,accX1,accY1,accZ1,accX2,accY2,accZ2,wX1,wY1,wZ1,wX2,wY2,wZ2
0.0,-7.709329605102539,-1.237802267074585,4.910507678985596,-0.767578125,-0.36328125,-0.494384765625,-0.48815926909446716,1.5129739046096802,-0.23342111706733704,0.54931640625,-2.25830078125,-2.38037109375
0.010018999999999778,-8.01339340209961,-1.3335703611373901,4.754884719848633,-0.767578125,-0.36328125,-0.494384765625,-0.4761684536933899,1.4767351150512695,-0.23342111706733704,1.28173828125,-4.08935546875,-2.8076171875
0.020029000000000963,-8.62630844116211,-1.6376339197158813,4.422090530395508,-0.7520751953125,-0.363037109375,-0.4757080078125,-0.4559172987937927,1.3674854040145874,-0.19558346271514893,2.0751953125,-5.615234375,-3.2958984375
0.030018999999999352,-8.702922821044922,-1.6759412288665771,4.177882194519043,-0.7418212890625,-0.36865234375,-0.4725341796875,-0.41887903213500977,1.1774977445602417,-0.15028484165668488,2.62451171875,-5.7373046875,-3.60107421875
0.040019000000000915,-8.705317497253418,-1.5155296325683594,4.141968727111816,-0.741455078125,-0.3692626953125,-0.4683837890625,-0.36958348751068115,0.9824471473693848,-0.12390504777431488,3.0517578125,-4.82177734375,-3.2958984375
0.05001999999999995,-8.597578048706055,-1.3958195447921753,4.292803764343262,-0.7418212890625,-0.3692626953125,-0.4656982421875,-0.335742712020874,0.8412220478057861,-0.11351301521062851,2.99072265625,-3.35693359375,-2.5634765625
0.06002000000000152,-8.391676902770996,-1.381454348564148,4.28322696685791,-0.7520751953125,-0.3660888671875,-0.470458984375,-0.32375189661979675,0.767944872379303,-0.12044104188680649,2.86865234375,-1.8310546875,-1.953125
0.07001900000000205,-8.374917984008789,-1.3742717504501343,4.134786128997803,-0.74462890625,-0.36962890625,-0.468994140625,-0.3178897500038147,0.6805451512336731,-0.12976722419261932,2.8076171875,-1.15966796875,-1.40380859375
0.08002000000000109,-8.451532363891602,-1.4173674583435059,4.216189384460449,-0.730712890625,-0.36328125,-0.468994140625,-0.29763856530189514,0.5529096722602844,-0.13376416265964508,3.0517578125,-0.48828125,-0.79345703125
0.09001900000000163,-8.628703117370605,-1.525106430053711,4.2544965744018555,-0.742919921875,-0.3597412109375,-0.476806640625,-0.26939356327056885,0.47057273983955383,-0.13562940061092377,3.41796875,0.244140625,-0.244140625
0.10002000000000066,-8.614337921142578,-1.5538369417190552,4.2760443687438965,-0.753662109375,-0.362060546875,-0.4827880859375,-0.2403491586446762,0.3874364495277405,-0.11084839701652527,3.23486328125,0.6103515625,-0.1220703125
0.1100190000000012,-8.13789176940918,-1.4652514457702637,4.6471452713012695,-0.757568359375,-0.3660888671875,-0.4825439453125,-0.23288820683956146,0.3842388689517975,-0.07727411389350891,3.2958984375,0.42724609375,-0.54931640625
0.12001899999999921,-7.936778545379639,-1.1492167711257935,5.1595048904418945,-0.76513671875,-0.3636474609375,-0.488525390625,-0.2752557396888733,0.5683644413948059,-0.069280244410038,3.84521484375,-0.06103515625,-0.67138671875
0.13001099999999965,-8.180987358093262,-0.9624691009521484,5.310339450836182,-0.7735595703125,-0.36328125,-0.490478515625,-0.3658529818058014,0.9275559186935425,-0.09512710571289062,3.72314453125,-0.6103515625,-0.79345703125
0.14001900000000234,-8.35336971282959,-1.0462661981582642,4.697423934936523,-0.7679443359375,-0.3614501953125,-0.4906005859375,-0.4495222270488739,1.2587687969207764,-0.15374885499477386,3.662109375,-1.64794921875,-1.15966796875
0.15001900000000035,-8.573636054992676,-1.5394717454910278,4.0749311447143555,-0.765625,-0.3616943359375,-0.4853515625,-0.4889586269855499,1.3970627784729004,-0.19664931297302246,4.2724609375,-3.0517578125,-1.77001953125
0.16001999999999938,-8.868123054504395,-1.7860745191574097,3.7876269817352295,-0.77197265625,-0.365478515625,-0.478759765625,-0.5001500844955444,1.4135833978652954,-0.19052067399024963,4.638671875,-3.35693359375,-1.89208984375
0.17001899999999992,-8.741230010986328,-1.6543933153152466,3.404554843902588,-0.7708740234375,-0.365966796875,-0.4808349609375,-0.4894915819168091,1.3957304954528809,-0.17986217141151428,4.45556640625,-2.74658203125,-1.40380859375
0.1800200000000025,-8.769960403442383,-1.7310078144073486,2.4133553504943848,-0.7730712890625,-0.3673095703125,-0.47802734375,-0.4247412085533142,1.216667652130127,-0.18092802166938782,4.2724609375,-2.62451171875,-1.0986328125
0.1900189999999995,-9.02135181427002,-2.0183119773864746,1.7142484188079834,-0.7679443359375,-0.372314453125,-0.4739990234375,-0.32694944739341736,0.7711423635482788,-0.14735375344753265,4.2724609375,-2.25830078125,-0.8544921875
0.20001900000000106,-9.074024200439453,-2.027888774871826,2.0231003761291504,-0.7587890625,-0.3707275390625,-0.4730224609375,-0.2208973914384842,0.25793567299842834,-0.10178866982460022,4.82177734375,-1.5869140625,0.06103515625
0.2100200000000001,-9.26795482635498,-1.889025092124939,2.9688100814819336,-0.7420654296875,-0.36474609375,-0.47021484375,-0.15881162881851196,-0.039969369769096375,-0.07221133261919022,5.615234375,-1.46484375,1.15966796875
0.22001900000000063,-9.251194953918457,-1.778891921043396,3.5194764137268066,-0.7421875,-0.3631591796875,-0.4732666015625,-0.15241654217243195,-0.0807381272315979,-0.04689739644527435,5.79833984375,-1.3427734375,1.5869140625
0.2300190000000022,-9.059659004211426,-1.6160861253738403,3.4955344200134277,-0.7650146484375,-0.362060546875,-0.48828125,-0.1484196037054062,-0.06368453055620193,-0.035972435027360916,5.55419921875,-0.91552734375,1.77001953125
0.24002000000000123,-8.987833023071289,-1.5155296325683594,3.44765043258667,-0.7745361328125,-0.3658447265625,-0.48583984375,-0.13802756369113922,-0.06475038081407547,-0.04716385900974274,5.43212890625,-1.220703125,2.25830078125
0.25001999999999924,-8.820239067077637,-1.556231141090393,3.5410242080688477,-0.7764892578125,-0.3748779296875,-0.4808349609375,-0.1430903524160385,-0.019718224182724953,-0.07167840749025345,5.79833984375,-2.13623046875,2.685546875
0.2600189999999998,-8.863334655761719,-1.580173134803772,3.514688014984131,-0.7708740234375,-0.3680419921875,-0.4827880859375,-0.15881162881851196,0.06368453055620193,-0.10951608419418335,6.34765625,-2.8076171875,2.74658203125
0.27001900000000134,-8.980650901794434,-1.5873557329177856,3.5003228187561035,-0.7716064453125,-0.3743896484375,-0.4698486328125,-0.17160183191299438,0.1500183790922165,-0.1564134806394577,6.4697265625,-3.23486328125,2.86865234375
