Frame,X,Y,Z
1,0.32798129320144653,-0.027359146624803543,0.43673577904701233
2,0.3123733699321747,-0.025991369038820267,0.41490188241004944
3,0.3209370970726013,-0.027514496818184853,0.42627644538879395
4,0.32641446590423584,-0.02715967409312725,0.4335516095161438
5,0.3287522494792938,-0.026591043919324875,0.4377623498439789
6,0.3295273780822754,-0.02665374055504799,0.4387945234775543
7,0.3324679732322693,-0.026049770414829254,0.44271019101142883
8,0.33418938517570496,-0.026251114904880524,0.44613200426101685
9,0.33418938517570496,-0.026251114904880524,0.44613200426101685
10,0.33418938517570496,-0.026251114904880524,0.44613200426101685
11,0.33418938517570496,-0.026251114904880524,0.44613200426101685
12,0.33418938517570496,-0.026251114904880524,0.44613200426101685
13,0.33418938517570496,-0.026251114904880524,0.44613200426101685
14,0.33418938517570496,-0.026251114904880524,0.44613200426101685
15,0.33418938517570496,-0.026251114904880524,0.44613200426101685
16,0.33418938517570496,-0.026251114904880524,0.44613200426101685
17,0.33418938517570496,-0.026251114904880524,0.44613200426101685
18,0.33418938517570496,-0.026251114904880524,0.44613200426101685
19,0.33418938517570496,-0.026251114904880524,0.44613200426101685
20,0.33418938517570496,-0.026251114904880524,0.44613200426101685
21,0.33418938517570496,-0.026251114904880524,0.44613200426101685
22,0.33418938517570496,-0.026251114904880524,0.44613200426101685
23,0.33418938517570496,-0.026251114904880524,0.44613200426101685
24,0.33418938517570496,-0.026251114904880524,0.44613200426101685
25,0.33418938517570496,-0.026251114904880524,0.44613200426101685
26,0.33418938517570496,-0.026251114904880524,0.44613200426101685
27,0.33418938517570496,-0.026251114904880524,0.44613200426101685
28,0.33418938517570496,-0.026251114904880524,0.44613200426101685
29,0.33418938517570496,-0.026251114904880524,0.44613200426101685
30,0.33418938517570496,-0.026251114904880524,0.44613200426101685
31,0.33418938517570496,-0.026251114904880524,0.44613200426101685
32,0.33418938517570496,-0.026251114904880524,0.44613200426101685
33,0.33418938517570496,-0.026251114904880524,0.44613200426101685
34,0.33418938517570496,-0.026251114904880524,0.44613200426101685
35,0.33418938517570496,-0.026251114904880524,0.44613200426101685
36,0.33418938517570496,-0.026251114904880524,0.44613200426101685
37,0.33418938517570496,-0.026251114904880524,0.44613200426101685
38,0.33418938517570496,-0.026251114904880524,0.44613200426101685
39,0.33418938517570496,-0.026251114904880524,0.44613200426101685
40,0.33418938517570496,-0.026251114904880524,0.44613200426101685
41,0.33418938517570496,-0.026251114904880524,0.44613200426101685
42,0.33418938517570496,-0.026251114904880524,0.44613200426101685
43,0.33418938517570496,-0.026251114904880524,0.44613200426101685
44,0.33418938517570496,-0.026251114904880524,0.44613200426101685
45,0.33418938517570496,-0.026251114904880524,0.44613200426101685
46,0.33418938517570496,-0.026251114904880524,0.44613200426101685
47,0.33418938517570496,-0.026251114904880524,0.44613200426101685
48,0.33418938517570496,-0.026251114904880524,0.44613200426101685
