Frame,X,Y,Z
1,-0.13715821504592896,-0.03903494402766228,0.3739211857318878
2,-0.19937284290790558,-0.045255061239004135,0.433504581451416
3,-0.19937284290790558,-0.045255061239004135,0.433504581451416
4,-0.19937284290790558,-0.045255061239004135,0.433504581451416
5,-0.19937284290790558,-0.045255061239004135,0.433504581451416
6,-0.19937284290790558,-0.045255061239004135,0.433504581451416
7,-0.19937284290790558,-0.045255061239004135,0.433504581451416
8,-0.19937284290790558,-0.045255061239004135,0.433504581451416
9,-0.28316888213157654,-0.0939762145280838,0.5321637392044067
10,-0.2886219620704651,-0.09681005775928497,0.5366630554199219
11,-0.29375985264778137,-0.10192205756902695,0.5367355346679688
12,-0.3018316626548767,-0.1049078032374382,0.5311990976333618
13,-0.3514559864997864,-0.10988210141658783,0.5407786965370178
14,-0.3456411361694336,-0.11276530474424362,0.5349593758583069
15,-0.3456411361694336,-0.11276530474424362,0.5349593758583069
16,-0.36023464798927307,-0.10960613191127777,0.5295178890228271
17,-0.36023464798927307,-0.10960613191127777,0.5295178890228271
18,-0.36023464798927307,-0.10960613191127777,0.5295178890228271
19,-0.36023464798927307,-0.10960613191127777,0.5295178890228271
20,-0.36023464798927307,-0.10960613191127777,0.5295178890228271
21,-0.36023464798927307,-0.10960613191127777,0.5295178890228271
22,-0.36023464798927307,-0.10960613191127777,0.5295178890228271
23,-0.36023464798927307,-0.10960613191127777,0.5295178890228271
24,-0.36023464798927307,-0.10960613191127777,0.5295178890228271
25,-0.36023464798927307,-0.10960613191127777,0.5295178890228271
26,-0.36023464798927307,-0.10960613191127777,0.5295178890228271
27,-0.36023464798927307,-0.10960613191127777,0.5295178890228271
28,-0.4087121784687042,-0.17957915365695953,0.55290687084198
29,-0.43757206201553345,-0.18598948419094086,0.5934740304946899
30,-0.4375624358654022,-0.18936805427074432,0.5934609174728394
31,-0.4375624358654022,-0.18936805427074432,0.5934609174728394
32,-0.4375624358654022,-0.18936805427074432,0.5934609174728394
33,-0.4375624358654022,-0.18936805427074432,0.5934609174728394
34,-0.4375624358654022,-0.18936805427074432,0.5934609174728394
35,-0.4375624358654022,-0.18936805427074432,0.5934609174728394
36,-0.4697946310043335,-0.19487027823925018,0.6180647015571594
37,-0.42334553599357605,-0.17353934049606323,0.5640049576759338
38,-0.4665428102016449,-0.1887124925851822,0.6410260200500488
39,-0.4665428102016449,-0.1887124925851822,0.6410260200500488
40,-0.4654496908187866,-0.17892204225063324,0.6497005820274353
41,-0.4703022241592407,-0.17441058158874512,0.6512921452522278
42,-0.45972940325737,-0.16953729093074799,0.6468625068664551
43,-0.44721460342407227,-0.16549628973007202,0.6360551714897156
44,-0.44822958111763,-0.16289986670017242,0.6306816935539246
45,-0.44418907165527344,-0.16034241020679474,0.6300495266914368
46,-0.40800225734710693,-0.14926442503929138,0.5695122480392456
47,-0.4430771470069885,-0.14318746328353882,0.6335949301719666
48,-0.4522759020328522,-0.13981465995311737,0.634678304195404
49,-0.43651843070983887,-0.1343168467283249,0.6259166598320007
50,-0.43651843070983887,-0.1343168467283249,0.6259166598320007
51,-0.3927888572216034,-0.11829551309347153,0.5662990808486938
52,-0.3970390856266022,-0.1107274740934372,0.5398908257484436
53,-0.3674425482749939,-0.1075194850564003,0.5341458320617676
54,-0.3674865663051605,-0.10184556990861893,0.5156935453414917
55,-0.3746030032634735,-0.10085974633693695,0.5107018351554871
56,-0.3818751573562622,-0.10589322447776794,0.5260667204856873
57,-0.3876156508922577,-0.10619256645441055,0.5325807929039001
58,-0.3876156508922577,-0.10619256645441055,0.5325807929039001
59,-0.4171200692653656,-0.11247709393501282,0.5806993246078491
60,-0.38326165080070496,-0.1102038025856018,0.5745991468429565
61,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
62,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
63,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
64,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
65,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
66,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
67,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
68,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
69,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
70,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
71,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
72,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
73,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
74,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
75,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
76,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
77,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
78,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
79,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
80,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
81,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
82,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
83,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
84,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
85,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
86,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
87,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
88,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
89,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
90,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
91,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
92,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
93,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
94,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
95,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
96,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
97,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
98,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
99,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
100,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
101,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
102,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
103,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
104,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
105,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
106,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
107,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
108,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
109,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
110,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
111,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
112,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
113,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
114,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
115,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
116,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
117,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
118,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
119,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
120,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
121,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
122,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
123,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
124,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
125,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
126,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
127,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
128,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
129,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
130,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
131,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
132,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
133,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
134,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
135,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
136,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
137,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
138,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
139,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
140,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
141,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
142,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
143,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
144,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
145,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
146,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
147,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
148,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
149,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
150,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
151,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
152,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
153,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
154,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
155,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
156,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
157,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
158,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
159,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
160,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
161,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
162,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
163,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
164,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
165,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
166,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
167,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
168,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
169,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
170,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
171,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
172,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
173,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
174,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
175,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
176,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
177,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
178,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
179,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
180,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
181,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
182,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
183,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
184,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
185,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
186,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
187,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
188,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
189,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
190,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
191,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
192,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
193,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
194,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
195,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
196,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
197,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
198,-0.38203006982803345,-0.11397404968738556,0.5827118754386902
199,-0.22157901525497437,-0.17675139009952545,0.5348146557807922
200,-0.2235623002052307,-0.17730818688869476,0.5396016240119934
201,-0.22689256072044373,-0.1783139705657959,0.542662501335144
202,-0.24341632425785065,-0.18012797832489014,0.5450316071510315
203,-0.2276282161474228,-0.17970874905586243,0.5469072461128235
204,-0.2276282161474228,-0.17970874905586243,0.5469072461128235
205,-0.2413559854030609,-0.17860333621501923,0.5404183268547058
206,-0.2413559854030609,-0.17860333621501923,0.5404183268547058
207,-0.2413559854030609,-0.17860333621501923,0.5404183268547058
208,-0.2413559854030609,-0.17860333621501923,0.5404183268547058
209,-0.2413559854030609,-0.17860333621501923,0.5404183268547058
210,-0.2413559854030609,-0.17860333621501923,0.5404183268547058
211,-0.2413559854030609,-0.17860333621501923,0.5404183268547058
212,-0.2413559854030609,-0.17860333621501923,0.5404183268547058
213,-0.2413559854030609,-0.17860333621501923,0.5404183268547058
214,-0.2413559854030609,-0.17860333621501923,0.5404183268547058
215,-0.2413559854030609,-0.17860333621501923,0.5404183268547058
